Sex,Age,Region,Frequency,TIME_PERIOD,OVALUE
Persons,0-4,Northern Territory,Quarterly,2019-Q3,18104
Persons,0-4,Northern Territory,Quarterly,2019-Q4,17881
Persons,0-4,Northern Territory,Quarterly,2020-Q1,17858
Persons,0-4,Northern Territory,Quarterly,2020-Q2,17847
Persons,0-4,Northern Territory,Quarterly,2020-Q3,17746
Persons,0-4,Northern Territory,Quarterly,2020-Q4,17615
Persons,0-4,Northern Territory,Quarterly,2021-Q1,17642
Persons,0-4,Northern Territory,Quarterly,2021-Q2,17604
Persons,0-4,Northern Territory,Quarterly,2021-Q3,17569
Persons,0-4,Northern Territory,Quarterly,2021-Q4,17581
Persons,0-4,Northern Territory,Quarterly,2022-Q1,17748
Persons,0-4,Northern Territory,Quarterly,2022-Q2,17682
Persons,0-4,Northern Territory,Quarterly,2022-Q3,17668
Persons,0-4,Northern Territory,Quarterly,2022-Q4,17629
Persons,0-4,Northern Territory,Quarterly,2023-Q1,17540
Persons,0-4,Northern Territory,Quarterly,2023-Q2,17559
Persons,0-4,Northern Territory,Quarterly,2023-Q3,17422
Persons,0-4,Northern Territory,Quarterly,2023-Q4,17435
Persons,0-4,Queensland,Quarterly,2014-Q1,318040
Persons,0-4,Queensland,Quarterly,2014-Q2,318229
Persons,0-4,Queensland,Quarterly,2014-Q3,318592
Persons,0-4,Queensland,Quarterly,2014-Q4,318112
Persons,0-4,Queensland,Quarterly,2015-Q1,317703
Persons,0-4,Queensland,Quarterly,2015-Q2,317204
Persons,0-4,Queensland,Quarterly,2015-Q3,317228
Persons,0-4,Queensland,Quarterly,2015-Q4,316468
Persons,0-4,Queensland,Quarterly,2016-Q1,316990
Persons,0-4,Queensland,Quarterly,2016-Q2,317329
Persons,0-4,Queensland,Quarterly,2016-Q3,317453
Persons,0-4,Queensland,Quarterly,2016-Q4,316754
Persons,0-4,Queensland,Quarterly,2017-Q1,316506
Persons,0-4,Queensland,Quarterly,2017-Q2,316341
Persons,0-4,Queensland,Quarterly,2017-Q3,316154
Persons,0-4,Queensland,Quarterly,2017-Q4,315000
Persons,0-4,Queensland,Quarterly,2018-Q1,314862
Persons,0-4,Queensland,Quarterly,2018-Q2,314666
Persons,0-4,Queensland,Quarterly,2018-Q3,314125
Persons,0-4,Queensland,Quarterly,2018-Q4,313103
Persons,0-4,Queensland,Quarterly,2019-Q1,312507
Persons,0-4,Queensland,Quarterly,2019-Q2,312158
Persons,0-4,Queensland,Quarterly,2019-Q3,311537
Persons,0-4,Queensland,Quarterly,2019-Q4,309961
Persons,0-4,Queensland,Quarterly,2020-Q1,309073
Persons,0-4,Queensland,Quarterly,2020-Q2,307824
Persons,0-4,Queensland,Quarterly,2020-Q3,305616
Persons,0-4,Queensland,Quarterly,2020-Q4,302784
Persons,0-4,Queensland,Quarterly,2021-Q1,302246
Persons,0-4,Queensland,Quarterly,2021-Q2,301682
Persons,0-4,Queensland,Quarterly,2021-Q3,302616
Persons,0-4,Queensland,Quarterly,2021-Q4,302958
Persons,0-4,Queensland,Quarterly,2022-Q1,304304
Persons,0-4,Queensland,Quarterly,2022-Q2,305650
Persons,0-4,Queensland,Quarterly,2022-Q3,306767
Persons,0-4,Queensland,Quarterly,2022-Q4,307053
Persons,0-4,Queensland,Quarterly,2023-Q1,307006
Persons,0-4,Queensland,Quarterly,2023-Q2,307631
Persons,0-4,Queensland,Quarterly,2023-Q3,308458
Persons,0-4,Queensland,Quarterly,2023-Q4,308581
Females,0-4,Queensland,Quarterly,2014-Q1,154851
Females,0-4,Queensland,Quarterly,2014-Q2,155069
Females,0-4,Queensland,Quarterly,2014-Q3,155281
Females,0-4,Queensland,Quarterly,2014-Q4,155167
Females,0-4,Queensland,Quarterly,2015-Q1,154933
Females,0-4,Queensland,Quarterly,2015-Q2,154732
Females,0-4,Queensland,Quarterly,2015-Q3,154635
Females,0-4,Queensland,Quarterly,2015-Q4,154305
Females,0-4,Queensland,Quarterly,2016-Q1,154518
Females,0-4,Queensland,Quarterly,2016-Q2,154727
Females,0-4,Queensland,Quarterly,2016-Q3,154892
Females,0-4,Queensland,Quarterly,2016-Q4,154355
Females,0-4,Queensland,Quarterly,2017-Q1,154074
Females,0-4,Queensland,Quarterly,2017-Q2,153823
Females,0-4,Queensland,Quarterly,2017-Q3,153688
Females,0-4,Queensland,Quarterly,2017-Q4,153114
Females,0-4,Queensland,Quarterly,2018-Q1,153009
Females,0-4,Queensland,Quarterly,2018-Q2,153006
Females,0-4,Queensland,Quarterly,2018-Q3,152683
Females,0-4,Queensland,Quarterly,2018-Q4,152203
Females,0-4,Queensland,Quarterly,2019-Q1,151750
Females,0-4,Queensland,Quarterly,2019-Q2,151629
Females,0-4,Queensland,Quarterly,2019-Q3,151269
Females,0-4,Queensland,Quarterly,2019-Q4,150577
Females,0-4,Queensland,Quarterly,2020-Q1,150066
Females,0-4,Queensland,Quarterly,2020-Q2,149449
Females,0-4,Queensland,Quarterly,2020-Q3,148327
Females,0-4,Queensland,Quarterly,2020-Q4,146843
Females,0-4,Queensland,Quarterly,2021-Q1,146575
Females,0-4,Queensland,Quarterly,2021-Q2,146133
Females,0-4,Queensland,Quarterly,2021-Q3,146697
Females,0-4,Queensland,Quarterly,2021-Q4,146926
Females,0-4,Queensland,Quarterly,2022-Q1,147540
Females,0-4,Queensland,Quarterly,2022-Q2,148174
Females,0-4,Queensland,Quarterly,2022-Q3,148751
Females,0-4,Queensland,Quarterly,2022-Q4,148886
Females,0-4,Queensland,Quarterly,2023-Q1,148989
Females,0-4,Queensland,Quarterly,2023-Q2,149362
Females,0-4,Queensland,Quarterly,2023-Q3,149820
Females,0-4,Queensland,Quarterly,2023-Q4,149976
Males,0-4,Queensland,Quarterly,2014-Q1,163189
Males,0-4,Queensland,Quarterly,2014-Q2,163160
Males,0-4,Queensland,Quarterly,2014-Q3,163311
Males,0-4,Queensland,Quarterly,2014-Q4,162945
Males,0-4,Queensland,Quarterly,2015-Q1,162770
Males,0-4,Queensland,Quarterly,2015-Q2,162472
Males,0-4,Queensland,Quarterly,2015-Q3,162593
Males,0-4,Queensland,Quarterly,2015-Q4,162163
Males,0-4,Queensland,Quarterly,2016-Q1,162472
Males,0-4,Queensland,Quarterly,2016-Q2,162602
Males,0-4,Queensland,Quarterly,2016-Q3,162561
Males,0-4,Queensland,Quarterly,2016-Q4,162399
Males,0-4,Queensland,Quarterly,2017-Q1,162432
Males,0-4,Queensland,Quarterly,2017-Q2,162518
Males,0-4,Queensland,Quarterly,2017-Q3,162466
Males,0-4,Queensland,Quarterly,2017-Q4,161886
Males,0-4,Queensland,Quarterly,2018-Q1,161853
Males,0-4,Queensland,Quarterly,2018-Q2,161660
Males,0-4,Queensland,Quarterly,2018-Q3,161442
Males,0-4,Queensland,Quarterly,2018-Q4,160900
Males,0-4,Queensland,Quarterly,2019-Q1,160757
Males,0-4,Queensland,Quarterly,2019-Q2,160529
Males,0-4,Queensland,Quarterly,2019-Q3,160268
Males,0-4,Queensland,Quarterly,2019-Q4,159384
Males,0-4,Queensland,Quarterly,2020-Q1,159007
Males,0-4,Queensland,Quarterly,2020-Q2,158375
Males,0-4,Queensland,Quarterly,2020-Q3,157289
Males,0-4,Queensland,Quarterly,2020-Q4,155941
Males,0-4,Queensland,Quarterly,2021-Q1,155671
Males,0-4,Queensland,Quarterly,2021-Q2,155549
Males,0-4,Queensland,Quarterly,2021-Q3,155919
Males,0-4,Queensland,Quarterly,2021-Q4,156032
Males,0-4,Queensland,Quarterly,2022-Q1,156764
Males,0-4,Queensland,Quarterly,2022-Q2,157476
Males,0-4,Queensland,Quarterly,2022-Q3,158016
Males,0-4,Queensland,Quarterly,2022-Q4,158167
Males,0-4,Queensland,Quarterly,2023-Q1,158017
Males,0-4,Queensland,Quarterly,2023-Q2,158269
Males,0-4,Queensland,Quarterly,2023-Q3,158638
Males,0-4,Queensland,Quarterly,2023-Q4,158605
Males,0-4,South Australia,Quarterly,2014-Q1,52387
Males,0-4,South Australia,Quarterly,2014-Q2,52482
Males,0-4,South Australia,Quarterly,2014-Q3,52553
Males,0-4,South Australia,Quarterly,2014-Q4,52582
Males,0-4,South Australia,Quarterly,2015-Q1,52597
Males,0-4,South Australia,Quarterly,2015-Q2,52527
Males,0-4,South Australia,Quarterly,2015-Q3,52649
Males,0-4,South Australia,Quarterly,2015-Q4,52693
Males,0-4,South Australia,Quarterly,2016-Q1,52770
Males,0-4,South Australia,Quarterly,2016-Q2,52774
Males,0-4,South Australia,Quarterly,2016-Q3,52801
Males,0-4,South Australia,Quarterly,2016-Q4,52513
Males,0-4,South Australia,Quarterly,2017-Q1,52378
Males,0-4,South Australia,Quarterly,2017-Q2,52221
Males,0-4,South Australia,Quarterly,2017-Q3,52173
Males,0-4,South Australia,Quarterly,2017-Q4,51869
Males,0-4,South Australia,Quarterly,2018-Q1,51786
Males,0-4,South Australia,Quarterly,2018-Q2,51562
Males,0-4,South Australia,Quarterly,2018-Q3,51462
Males,0-4,South Australia,Quarterly,2018-Q4,51230
Males,0-4,South Australia,Quarterly,2019-Q1,51116
Males,0-4,South Australia,Quarterly,2019-Q2,50989
Males,0-4,South Australia,Quarterly,2019-Q3,50942
Males,0-4,South Australia,Quarterly,2019-Q4,50787
Males,0-4,South Australia,Quarterly,2020-Q1,50644
Males,0-4,South Australia,Quarterly,2020-Q2,50354
Males,0-4,South Australia,Quarterly,2020-Q3,50094
Males,0-4,South Australia,Quarterly,2020-Q4,49772
Males,0-4,South Australia,Quarterly,2021-Q1,49858
Males,0-4,South Australia,Quarterly,2021-Q2,49838
Males,0-4,South Australia,Quarterly,2021-Q3,49794
Males,0-4,South Australia,Quarterly,2021-Q4,49798
Males,0-4,South Australia,Quarterly,2022-Q1,49926
Males,0-4,South Australia,Quarterly,2022-Q2,49967
Males,0-4,South Australia,Quarterly,2022-Q3,50066
Males,0-4,South Australia,Quarterly,2022-Q4,50050
Males,0-4,South Australia,Quarterly,2023-Q1,49889
Males,0-4,South Australia,Quarterly,2023-Q2,49703
Males,0-4,South Australia,Quarterly,2023-Q3,49769
Males,0-4,South Australia,Quarterly,2023-Q4,49678
Persons,0-4,South Australia,Quarterly,2014-Q1,101787
Persons,0-4,South Australia,Quarterly,2014-Q2,102079
Persons,0-4,South Australia,Quarterly,2014-Q3,102326
Persons,0-4,South Australia,Quarterly,2014-Q4,102398
Persons,0-4,South Australia,Quarterly,2015-Q1,102463
Persons,0-4,South Australia,Quarterly,2015-Q2,102397
Persons,0-4,South Australia,Quarterly,2015-Q3,102713
Persons,0-4,South Australia,Quarterly,2015-Q4,102813
Persons,0-4,South Australia,Quarterly,2016-Q1,103023
Persons,0-4,South Australia,Quarterly,2016-Q2,103072
Persons,0-4,South Australia,Quarterly,2016-Q3,103052
Persons,0-4,South Australia,Quarterly,2016-Q4,102449
Persons,0-4,South Australia,Quarterly,2017-Q1,102136
Persons,0-4,South Australia,Quarterly,2017-Q2,101754
Persons,0-4,South Australia,Quarterly,2017-Q3,101605
Persons,0-4,South Australia,Quarterly,2017-Q4,101001
Persons,0-4,South Australia,Quarterly,2018-Q1,100757
Persons,0-4,South Australia,Quarterly,2018-Q2,100315
Persons,0-4,South Australia,Quarterly,2018-Q3,100115
Persons,0-4,South Australia,Quarterly,2018-Q4,99888
Persons,0-4,South Australia,Quarterly,2019-Q1,99636
Persons,0-4,South Australia,Quarterly,2019-Q2,99326
Persons,0-4,South Australia,Quarterly,2019-Q3,99294
Persons,0-4,South Australia,Quarterly,2019-Q4,99035
Persons,0-4,South Australia,Quarterly,2020-Q1,98826
Persons,0-4,South Australia,Quarterly,2020-Q2,98353
Persons,0-4,South Australia,Quarterly,2020-Q3,97874
Persons,0-4,South Australia,Quarterly,2020-Q4,97383
Persons,0-4,South Australia,Quarterly,2021-Q1,97504
Persons,0-4,South Australia,Quarterly,2021-Q2,97478
Persons,0-4,South Australia,Quarterly,2021-Q3,97373
Persons,0-4,South Australia,Quarterly,2021-Q4,97450
Persons,0-4,South Australia,Quarterly,2022-Q1,97557
Persons,0-4,South Australia,Quarterly,2022-Q2,97558
Persons,0-4,South Australia,Quarterly,2022-Q3,97771
Persons,0-4,South Australia,Quarterly,2022-Q4,97757
Persons,0-4,South Australia,Quarterly,2023-Q1,97591
Persons,0-4,South Australia,Quarterly,2023-Q2,97332
Persons,0-4,South Australia,Quarterly,2023-Q3,97405
Persons,0-4,South Australia,Quarterly,2023-Q4,97226
Females,0-4,South Australia,Quarterly,2014-Q1,49400
Females,0-4,South Australia,Quarterly,2014-Q2,49597
Females,0-4,South Australia,Quarterly,2014-Q3,49773
Females,0-4,South Australia,Quarterly,2014-Q4,49816
Females,0-4,South Australia,Quarterly,2015-Q1,49866
Females,0-4,South Australia,Quarterly,2015-Q2,49870
Females,0-4,South Australia,Quarterly,2015-Q3,50064
Females,0-4,South Australia,Quarterly,2015-Q4,50120
Females,0-4,South Australia,Quarterly,2016-Q1,50253
Females,0-4,South Australia,Quarterly,2016-Q2,50298
Females,0-4,South Australia,Quarterly,2016-Q3,50251
Females,0-4,South Australia,Quarterly,2016-Q4,49936
Females,0-4,South Australia,Quarterly,2017-Q1,49758
Females,0-4,South Australia,Quarterly,2017-Q2,49533
Females,0-4,South Australia,Quarterly,2017-Q3,49432
Females,0-4,South Australia,Quarterly,2017-Q4,49132
Females,0-4,South Australia,Quarterly,2018-Q1,48971
Females,0-4,South Australia,Quarterly,2018-Q2,48753
Females,0-4,South Australia,Quarterly,2018-Q3,48653
Females,0-4,South Australia,Quarterly,2018-Q4,48658
Females,0-4,South Australia,Quarterly,2019-Q1,48520
Females,0-4,South Australia,Quarterly,2019-Q2,48337
Females,0-4,South Australia,Quarterly,2019-Q3,48352
Females,0-4,South Australia,Quarterly,2019-Q4,48248
Females,0-4,South Australia,Quarterly,2020-Q1,48182
Females,0-4,South Australia,Quarterly,2020-Q2,47999
Females,0-4,South Australia,Quarterly,2020-Q3,47780
Females,0-4,South Australia,Quarterly,2020-Q4,47611
Females,0-4,South Australia,Quarterly,2021-Q1,47646
Females,0-4,South Australia,Quarterly,2021-Q2,47640
Females,0-4,South Australia,Quarterly,2021-Q3,47579
Females,0-4,South Australia,Quarterly,2021-Q4,47652
Females,0-4,South Australia,Quarterly,2022-Q1,47631
Females,0-4,South Australia,Quarterly,2022-Q2,47591
Females,0-4,South Australia,Quarterly,2022-Q3,47705
Females,0-4,South Australia,Quarterly,2022-Q4,47707
Females,0-4,South Australia,Quarterly,2023-Q1,47702
Females,0-4,South Australia,Quarterly,2023-Q2,47629
Females,0-4,South Australia,Quarterly,2023-Q3,47636
Females,0-4,South Australia,Quarterly,2023-Q4,47548
Persons,0-4,Tasmania,Quarterly,2014-Q1,30986
Persons,0-4,Tasmania,Quarterly,2014-Q2,30755
Persons,0-4,Tasmania,Quarterly,2014-Q3,30691
Persons,0-4,Tasmania,Quarterly,2014-Q4,30532
Persons,0-4,Tasmania,Quarterly,2015-Q1,30407
Persons,0-4,Tasmania,Quarterly,2015-Q2,30239
Persons,0-4,Tasmania,Quarterly,2015-Q3,30180
Persons,0-4,Tasmania,Quarterly,2015-Q4,30012
Persons,0-4,Tasmania,Quarterly,2016-Q1,30028
Persons,0-4,Tasmania,Quarterly,2016-Q2,30076
Persons,0-4,Tasmania,Quarterly,2016-Q3,30088
Persons,0-4,Tasmania,Quarterly,2016-Q4,30009
Persons,0-4,Tasmania,Quarterly,2017-Q1,29941
Persons,0-4,Tasmania,Quarterly,2017-Q2,29884
Persons,0-4,Tasmania,Quarterly,2017-Q3,29866
Persons,0-4,Tasmania,Quarterly,2017-Q4,29811
Persons,0-4,Tasmania,Quarterly,2018-Q1,29835
Persons,0-4,Tasmania,Quarterly,2018-Q2,29687
Persons,0-4,Tasmania,Quarterly,2018-Q3,29704
Persons,0-4,Tasmania,Quarterly,2018-Q4,29654
Persons,0-4,Tasmania,Quarterly,2019-Q1,29603
Persons,0-4,Tasmania,Quarterly,2019-Q2,29596
Persons,0-4,Tasmania,Quarterly,2019-Q3,29677
Persons,0-4,Tasmania,Quarterly,2019-Q4,29644
Persons,0-4,Tasmania,Quarterly,2020-Q1,29585
Persons,0-4,Tasmania,Quarterly,2020-Q2,29507
Persons,0-4,Tasmania,Quarterly,2020-Q3,29454
Persons,0-4,Tasmania,Quarterly,2020-Q4,29372
Persons,0-4,Tasmania,Quarterly,2021-Q1,29411
Persons,0-4,Tasmania,Quarterly,2021-Q2,29435
Persons,0-4,Tasmania,Quarterly,2021-Q3,29393
Persons,0-4,Tasmania,Quarterly,2021-Q4,29449
Persons,0-4,Tasmania,Quarterly,2022-Q1,29410
Persons,0-4,Tasmania,Quarterly,2022-Q2,29367
Persons,0-4,Tasmania,Quarterly,2022-Q3,29417
Persons,0-4,Tasmania,Quarterly,2022-Q4,29400
Persons,0-4,Tasmania,Quarterly,2023-Q1,29373
Persons,0-4,Tasmania,Quarterly,2023-Q2,29218
Persons,0-4,Tasmania,Quarterly,2023-Q3,29064
Persons,0-4,Tasmania,Quarterly,2023-Q4,28976
Males,0-4,Tasmania,Quarterly,2014-Q1,15998
Males,0-4,Tasmania,Quarterly,2014-Q2,15875
Males,0-4,Tasmania,Quarterly,2014-Q3,15818
Males,0-4,Tasmania,Quarterly,2014-Q4,15729
Males,0-4,Tasmania,Quarterly,2015-Q1,15659
Males,0-4,Tasmania,Quarterly,2015-Q2,15539
Males,0-4,Tasmania,Quarterly,2015-Q3,15505
Males,0-4,Tasmania,Quarterly,2015-Q4,15429
Males,0-4,Tasmania,Quarterly,2016-Q1,15445
Males,0-4,Tasmania,Quarterly,2016-Q2,15486
Males,0-4,Tasmania,Quarterly,2016-Q3,15490
Males,0-4,Tasmania,Quarterly,2016-Q4,15437
Males,0-4,Tasmania,Quarterly,2017-Q1,15386
Males,0-4,Tasmania,Quarterly,2017-Q2,15353
Males,0-4,Tasmania,Quarterly,2017-Q3,15361
Males,0-4,Tasmania,Quarterly,2017-Q4,15332
Males,0-4,Tasmania,Quarterly,2018-Q1,15368
Males,0-4,Tasmania,Quarterly,2018-Q2,15312
Males,0-4,Tasmania,Quarterly,2018-Q3,15312
Males,0-4,Tasmania,Quarterly,2018-Q4,15296
Males,0-4,Tasmania,Quarterly,2019-Q1,15281
Males,0-4,Tasmania,Quarterly,2019-Q2,15282
Males,0-4,Tasmania,Quarterly,2019-Q3,15304
Males,0-4,Tasmania,Quarterly,2019-Q4,15326
Males,0-4,Tasmania,Quarterly,2020-Q1,15288
Males,0-4,Tasmania,Quarterly,2020-Q2,15226
Males,0-4,Tasmania,Quarterly,2020-Q3,15188
Males,0-4,Tasmania,Quarterly,2020-Q4,15150
Males,0-4,Tasmania,Quarterly,2021-Q1,15164
Males,0-4,Tasmania,Quarterly,2021-Q2,15193
Males,0-4,Tasmania,Quarterly,2021-Q3,15183
Males,0-4,Tasmania,Quarterly,2021-Q4,15200
Males,0-4,Tasmania,Quarterly,2022-Q1,15182
Males,0-4,Tasmania,Quarterly,2022-Q2,15148
Males,0-4,Tasmania,Quarterly,2022-Q3,15133
Males,0-4,Tasmania,Quarterly,2022-Q4,15097
Males,0-4,Tasmania,Quarterly,2023-Q1,15063
Males,0-4,Tasmania,Quarterly,2023-Q2,14989
Males,0-4,Tasmania,Quarterly,2023-Q3,14921
Males,0-4,Tasmania,Quarterly,2023-Q4,14866
Females,0-4,Tasmania,Quarterly,2014-Q1,14988
Females,0-4,Tasmania,Quarterly,2014-Q2,14880
Females,0-4,Tasmania,Quarterly,2014-Q3,14873
Females,0-4,Tasmania,Quarterly,2014-Q4,14803
Females,0-4,Tasmania,Quarterly,2015-Q1,14748
Females,0-4,Tasmania,Quarterly,2015-Q2,14700
Females,0-4,Tasmania,Quarterly,2015-Q3,14675
Females,0-4,Tasmania,Quarterly,2015-Q4,14583
Females,0-4,Tasmania,Quarterly,2016-Q1,14583
Females,0-4,Tasmania,Quarterly,2016-Q2,14590
Females,0-4,Tasmania,Quarterly,2016-Q3,14598
Females,0-4,Tasmania,Quarterly,2016-Q4,14572
Females,0-4,Tasmania,Quarterly,2017-Q1,14555
Females,0-4,Tasmania,Quarterly,2017-Q2,14531
Females,0-4,Tasmania,Quarterly,2017-Q3,14505
Females,0-4,Tasmania,Quarterly,2017-Q4,14479
Females,0-4,Tasmania,Quarterly,2018-Q1,14467
Females,0-4,Tasmania,Quarterly,2018-Q2,14375
Females,0-4,Tasmania,Quarterly,2018-Q3,14392
Females,0-4,Tasmania,Quarterly,2018-Q4,14358
Females,0-4,Tasmania,Quarterly,2019-Q1,14322
Females,0-4,Tasmania,Quarterly,2019-Q2,14314
Females,0-4,Tasmania,Quarterly,2019-Q3,14373
Females,0-4,Tasmania,Quarterly,2019-Q4,14318
Females,0-4,Tasmania,Quarterly,2020-Q1,14297
Females,0-4,Tasmania,Quarterly,2020-Q2,14281
Females,0-4,Tasmania,Quarterly,2020-Q3,14266
Females,0-4,Tasmania,Quarterly,2020-Q4,14222
Females,0-4,Tasmania,Quarterly,2021-Q1,14247
Females,0-4,Tasmania,Quarterly,2021-Q2,14242
Females,0-4,Tasmania,Quarterly,2021-Q3,14210
Females,0-4,Tasmania,Quarterly,2021-Q4,14249
Females,0-4,Tasmania,Quarterly,2022-Q1,14228
Females,0-4,Tasmania,Quarterly,2022-Q2,14219
Females,0-4,Tasmania,Quarterly,2022-Q3,14284
Females,0-4,Tasmania,Quarterly,2022-Q4,14303
Females,0-4,Tasmania,Quarterly,2023-Q1,14310
Females,0-4,Tasmania,Quarterly,2023-Q2,14229
Females,0-4,Tasmania,Quarterly,2023-Q3,14143
Females,0-4,Tasmania,Quarterly,2023-Q4,14110
Males,0-4,Victoria,Quarterly,2014-Q1,195064
Males,0-4,Victoria,Quarterly,2014-Q2,195819
Males,0-4,Victoria,Quarterly,2014-Q3,197122
Males,0-4,Victoria,Quarterly,2014-Q4,198297
Males,0-4,Victoria,Quarterly,2015-Q1,199168
Males,0-4,Victoria,Quarterly,2015-Q2,199769
Males,0-4,Victoria,Quarterly,2015-Q3,201497
Males,0-4,Victoria,Quarterly,2015-Q4,203225
Males,0-4,Victoria,Quarterly,2016-Q1,204919
Males,0-4,Victoria,Quarterly,2016-Q2,206345
Males,0-4,Victoria,Quarterly,2016-Q3,206918
Males,0-4,Victoria,Quarterly,2016-Q4,207353
Males,0-4,Victoria,Quarterly,2017-Q1,207725
Males,0-4,Victoria,Quarterly,2017-Q2,207783
Males,0-4,Victoria,Quarterly,2017-Q3,207649
Males,0-4,Victoria,Quarterly,2017-Q4,207819
Males,0-4,Victoria,Quarterly,2018-Q1,207619
Males,0-4,Victoria,Quarterly,2018-Q2,207237
Males,0-4,Victoria,Quarterly,2018-Q3,207022
Males,0-4,Victoria,Quarterly,2018-Q4,206751
